PostCode,NAME_1,NAME_2,NAME_3,NAME_4,PostCode_Name,Surface_Area,Inhabitants,Inhabitants_Density,Average_age,Average_income,Accumulated_purchasing_power,Buildings,Building_Density,Inhabitants_per_Building,Enterprise_Density,Enterprise_Total
41580,Western Finland,Central Finland,South Eastern Middle,Hankasalmi,41580  Sauvamäki (Hankasalmi),79655099,253,3,44,22289,4569345,163,2,2,0,30
41630,Western Finland,Central Finland,South Eastern Middle,Toivakka,41630  Oravasaari (Jyväskylä),88620971,387,4,42,25383,7234020,186,2,2,0,32
41660,Western Finland,Central Finland,South Eastern Middle,Toivakka,41660  Toivakka Keskus (Toivakka),314646145,1853,6,46,24215,35402355,973,3,2,1,465
41710,Western Finland,Central Finland,Jämsä,Korpilahti,41710  Rutalahti-Kivisuo (Jyväskylä),138726283,246,2,50,24212,4793955,198,1,1,0,23
41730,Western Finland,Central Finland,South Eastern Middle,Leivonmäki,41730  Kivisuo (Joutsa),55563300,28,1,,,,31,1,1,0,0
41750,Western Finland,Central Finland,South Eastern Middle,Leivonmäki,41750  Havumäki (Joutsa),86488455,84,1,51,22692,1724583,74,1,1,0,10
41770,Western Finland,Central Finland,South Eastern Middle,Leivonmäki,41770  Leivonmäki (Joutsa),173640640,588,3,52,20675,10647498,378,2,2,1,159
41800,Western Finland,Central Finland,Jämsä,Korpilahti,41800  Korpilahti Keskus (Jyväskylä),383945005,3542,9,46,23691,67993887,1546,4,2,2,630
41820,Western Finland,Central Finland,Jämsä,Korpilahti,41820  Saakoski (Jyväskylä),50015544,300,6,43,24884,5922374,187,4,2,1,55
41840,Western Finland,Central Finland,Jämsä,Korpilahti,41840  Moksi (Jyväskylä),31986818,86,3,42,25064,1754512,81,3,1,0,0
41860,Western Finland,Central Finland,Jämsä,Korpilahti,41860  Rannila (Jyväskylä),27031269,299,11,35,28575,5457809,132,5,2,2,66
41870,Western Finland,Central Finland,Jämsä,Korpilahti,41870  Putkilahti (Jyväskylä),106291415,157,1,54,21444,3045043,145,1,1,0,20
41880,Western Finland,Central Finland,Jämsä,Korpilahti,41880  Oittila (Jyväskylä),70846193,111,2,51,23011,2163049,92,1,1,0,13
41900,Western Finland,Central Finland,Keuruu,Petäjävesi,41900  Petäjävesi Keskus (Petäjävesi),261093669,2558,10,45,23012,46944150,1239,5,2,2,616
41920,Western Finland,Central Finland,Keuruu,Petäjävesi,41920  Kintaus (Petäjävesi),76450805,643,8,36,26171,10886975,294,4,2,1,82
41925,Western Finland,Central Finland,Keuruu,Petäjävesi,41925  Ylä-Kintaus (Petäjävesi),35217693,169,5,40,22480,2697597,91,3,2,0,10
41930,Western Finland,Central Finland,Keuruu,Petäjävesi,41930  Kuohu (Jyväskylä),58524347,793,14,41,25735,14797527,381,7,2,1,70
41940,Western Finland,Central Finland,Jyväskylä,Jyväskylän mlk,41940  Vesanka (Jyväskylä),135708979,1401,10,40,26268,27160966,633,5,2,1,159
41970,Western Finland,Central Finland,Keuruu,Keuruu,41970  Huttula (Keuruu),47545828,48,1,55,25143,1081146,46,1,1,0,0
41980,Western Finland,Central Finland,Keuruu,Petäjävesi,41980  Kuivasmäki (Petäjävesi),76814884,160,2,44,26493,3364673,137,2,1,0,27
42100,Western Finland,Central Finland,Jämsä,Jämsä,42100  Jämsä Keskus (Jämsä),773122648,9754,13,48,24249,198087290,4275,6,2,4,3404
42140,Western Finland,Central Finland,Jämsä,Jämsä,42140  Juokslahti (Jämsä),58453393,287,5,46,26999,6209689,191,3,2,1,42
42220,Western Finland,Central Finland,Jämsä,Jämsä,42220  Kaipola (Jämsä),14348463,1006,70,46,23489,18838280,448,31,2,41,584
42300,Western Finland,Central Finland,Jämsä,Jämsänkoski,42300  Jämsänkoski Keskus (Jämsä),58583063,5204,89,49,22498,98719214,2112,36,2,26,1520
42330,Western Finland,Central Finland,Jämsä,Jämsänkoski,42330  Haavisto (Jämsä),70350932,389,6,44,26669,8400584,228,3,2,0,22
42440,Western Finland,Central Finland,Jämsä,Jämsänkoski,42440  Koskenpää (Jämsä),331081423,609,2,51,21811,11276222,457,1,1,0,91
42520,Western Finland,Central Finland,Keuruu,Keuruu,42520  Asunta (Keuruu),83818461,155,2,50,26007,3276940,125,1,1,0,0
42560,Western Finland,Central Finland,Keuruu,Keuruu,42560  Pohjoisjärvi (Keuruu),43603744,173,4,39,27694,3295548,91,2,2,0,0
42600,Western Finland,Central Finland,Keuruu,Multia,42600  Multia Keskus-Väätäiskylä (Multia),513631859,1328,3,51,22539,24882520,791,2,2,1,549
42660,Western Finland,Central Finland,Keuruu,Multia,42660  Sahrajärvi (Multia),111883712,111,1,52,22430,2175737,103,1,1,0,13
42700,Western Finland,Central Finland,Keuruu,Keuruu,42700  Keuruu Keskus (Keuruu),611519585,7484,12,50,22603,141899030,2727,4,3,4,2638
42720,Western Finland,Central Finland,Keuruu,Keuruu,42720  Valkealahti (Keuruu),1162677,84,72,41,18902,1360940,12,10,7,0,0
42800,Western Finland,Central Finland,Keuruu,Keuruu,42800  Haapamäki (Keuruu),130013211,1093,8,49,21886,19565841,634,5,2,3,339
42820,Western Finland,Central Finland,Keuruu,Keuruu,42820  Riiho (Keuruu),46410285,62,1,45,25400,1320791,58,1,1,0,15
42830,Western Finland,Pirkanmaa,Upper Pirkanmaa,Vilppula,42830  Ylä-Kolkki (Mänttä-Vilppula),47437853,53,1,53,22831,1027382,45,1,1,0,0
42840,Western Finland,Pirkanmaa,Upper Pirkanmaa,Vilppula,42840  Kolkki (Mänttä-Vilppula),78979232,125,2,52,20491,2274501,124,2,1,0,15
42850,Western Finland,Pirkanmaa,Upper Pirkanmaa,Vilppula,42850  Pohjaslahti (Mänttä-Vilppula),95393051,128,1,55,21737,2521512,139,1,1,0,16
42870,Western Finland,Pirkanmaa,Upper Pirkanmaa,Virrat,42870  Kotala (Virrat),176354891,420,2,50,21851,7691662,299,2,1,0,53
42910,Western Finland,Central Finland,Keuruu,Keuruu,42910  Pihlajavesi (Keuruu),273326485,286,1,50,21422,5098456,238,1,1,0,40
42930,Western Finland,Central Finland,Keuruu,Keuruu,42930  Katajamäki (Keuruu),156074227,100,1,48,22469,1954775,106,1,1,0,10
43100,Western Finland,Central Finland,Saarijärvi,Saarijärvi,43100  Saarijärvi Keskus (Saarijärvi),340786262,5965,18,49,21941,108563887,2380,7,3,6,2131
43130,Western Finland,Central Finland,Saarijärvi,Saarijärvi,43130  Tarvaala (Saarijärvi),27434888,404,15,41,24183,7182269,252,9,2,6,174
43170,Western Finland,Central Finland,Saarijärvi,Saarijärvi,43170  Häkkilä (Saarijärvi),246986027,232,1,53,19410,4037212,214,1,1,0,30
43220,Western Finland,Central Finland,Saarijärvi,Saarijärvi,43220  Mahlu (Saarijärvi),178905660,410,2,50,22908,8017672,293,2,1,0,50
43240,Western Finland,Central Finland,Saarijärvi,Saarijärvi,43240  Lehtola (Saarijärvi),48418043,155,3,51,22245,2980844,121,2,1,0,16
43250,Western Finland,Central Finland,Saarijärvi,Saarijärvi,43250  Kolkanlahti (Saarijärvi),50625768,299,6,50,21939,5682298,281,6,1,2,83
43270,Western Finland,Central Finland,Saarijärvi,Saarijärvi,43270  Kalmari (Saarijärvi),137620056,472,3,48,21937,8358048,322,2,1,1,88
43300,Western Finland,Central Finland,Saarijärvi,Kannonkoski,43300  Kannonkoski Keskus (Kannonkoski),388631570,1113,3,52,20986,19852528,757,2,1,1,344
43340,Western Finland,Central Finland,Saarijärvi,Kannonkoski,43340  Kannonjärvi (Kannonkoski),103191798,168,2,45,20092,2611988,121,1,1,0,10
43390,Western Finland,Central Finland,Saarijärvi,Kivijärvi,43390  Lokakylä (Kivijärvi),65712975,77,1,50,20690,1324157,54,1,1,0,0
43420,Western Finland,Central Finland,Saarijärvi,Pylkönmäki,43420  Kukko (Saarijärvi),91535158,51,1,50,20149,826106,46,1,1,0,0
43430,Western Finland,Central Finland,Keuruu,Multia,43430  Väätäiskylä (Multia),110426790,37,0,55,28032,897023,36,0,1,0,0
43440,Western Finland,Central Finland,Saarijärvi,Pylkönmäki,43440  Pylkönmäki Keskus (Saarijärvi),179661603,492,3,50,20191,8076429,312,2,2,1,94
43480,Western Finland,Central Finland,Saarijärvi,Pylkönmäki,43480  Pääjärvi (Saarijärvi),47216195,132,3,50,22501,2475059,131,3,1,0,16
43490,Western Finland,Central Finland,Saarijärvi,Karstula,43490  Kangasaho (Karstula),170904804,149,1,48,28642,3522919,110,1,1,0,22
43500,Western Finland,Central Finland,Saarijärvi,Karstula,43500  Karstula Keskus (Karstula),183390499,2703,15,50,21303,48293822,1290,7,2,5,953
43520,Western Finland,Central Finland,Saarijärvi,Karstula,43520  Kiminki (Karstula),105891098,219,2,50,19395,3491036,157,1,1,0,31
43540,Western Finland,Central Finland,Saarijärvi,Karstula,43540  Rantakylä-Pirttilahti (Karstula),37067375,143,4,45,20243,2226707,87,2,2,1,50
43560,Western Finland,Central Finland,Saarijärvi,Karstula,43560  Vahanka (Karstula),170112298,167,1,55,19766,2905610,120,1,1,0,13
43610,Western Finland,Central Finland,Saarijärvi,Karstula,43610  Aho (Karstula),50558770,83,2,53,21998,1583868,74,1,1,0,0
43640,Western Finland,Central Finland,Saarijärvi,Karstula,43640  Humppi (Karstula),41729407,133,3,50,23571,2616350,143,3,1,4,148
43660,Western Finland,Central Finland,Saarijärvi,Karstula,43660  Vastinki (Karstula),140553792,232,2,51,22102,4464508,187,1,1,0,41
43700,Western Finland,Central Finland,Saarijärvi,Kyyjärvi,43700  Kyyjärvi Keskus (Kyyjärvi),348380804,1174,3,48,22097,20970307,731,2,2,1,431
43720,Western Finland,Central Finland,Saarijärvi,Kyyjärvi,43720  Kumpulainen (Kyyjärvi),111735679,99,1,60,20352,1811314,96,1,1,0,0
43800,Western Finland,Central Finland,Saarijärvi,Kivijärvi,43800  Kivijärvi Keskus-Sompala (Kivijärvi),434487056,937,2,52,19698,15640362,576,1,2,0,193
43840,Western Finland,Central Finland,Saarijärvi,Kivijärvi,43840  Sompala (Kivijärvi),35832726,52,1,48,18575,780166,43,1,1,0,0
43900,Western Finland,Central Finland,Viitasaari,Kinnula,43900  Kinnula Keskus (Kinnula),367557608,1324,4,46,21041,21735848,627,2,2,1,367
43940,Western Finland,Central Finland,Viitasaari,Kinnula,43940  Muhola-Saarensalmi (Kinnula),85245390,226,3,52,17238,3223537,145,2,2,0,20
43960,Western Finland,Central Finland,Viitasaari,Kinnula,43960  Saarensalmi (Kinnula),112149118,60,1,54,18914,1002431,63,1,1,0,10
44100,Western Finland,Central Finland,Äänekoski,Äänekoski,44100  Äänekoski Keskus (Äänekoski),39896324,4194,105,47,22285,77819543,1043,26,4,86,3412
44120,Western Finland,Central Finland,Äänekoski,Äänekoski,44120  Mämmensalmi-Mustaniemi (Äänekoski),6189270,2478,400,44,24046,46576635,963,156,3,32,199
44150,Western Finland,Central Finland,Äänekoski,Äänekoski,44150  Likolahti-Karhunlähde (Äänekoski),149257587,3182,21,42,22747,56981887,1035,7,3,3,506
44160,Western Finland,Central Finland,Äänekoski,Äänekoski,44160  Huutomäki (Äänekoski),29879682,490,16,41,26010,9519828,231,8,2,1,29
44170,Western Finland,Central Finland,Äänekoski,Äänekoski,44170  Hietama (Äänekoski),62786091,498,8,39,25678,8910189,275,4,2,1,51
44190,Western Finland,Central Finland,Äänekoski,Äänekoski,44190  Parantala (Äänekoski),30213140,229,8,43,23827,4122077,131,4,2,0,0
44200,Western Finland,Central Finland,Äänekoski,Suolahti,44200  Suolahti Keskus (Äänekoski),85651907,4306,50,48,21472,76503154,1577,18,3,24,2043
44220,Western Finland,Central Finland,Äänekoski,Äänekoski,44220  Sörkänmäki (Äänekoski),15545990,380,24,49,24944,7782493,238,15,2,1,13
44250,Western Finland,Central Finland,Äänekoski,Äänekoski,44250  Äänekoivisto (Äänekoski),43656491,566,13,38,24787,9691820,267,6,2,4,195
44260,Western Finland,Central Finland,Äänekoski,Sumiainen,44260  Vihijärvi (Äänekoski),82059621,271,3,44,24148,4950387,152,2,2,0,14
44280,Western Finland,Central Finland,Äänekoski,Sumiainen,44280  Sumiainen Keskus (Äänekoski),224104992,822,4,51,21921,15213496,486,2,2,0,58
44300,Western Finland,Central Finland,Äänekoski,Konnevesi,44300  Konnevesi Keskus (Konnevesi),246511241,1725,7,51,22656,33010175,899,4,2,2,497
44320,Western Finland,Central Finland,Äänekoski,Konnevesi,44320  Sirkkamäki (Konnevesi),94710112,121,1,49,21109,2089810,96,1,1,0,17
44330,Western Finland,Central Finland,Äänekoski,Konnevesi,44330  Hytölä (Konnevesi),84288849,259,3,44,23890,4801954,165,2,2,1,120
44350,Western Finland,Central Finland,Äänekoski,Konnevesi,44350  Istunmäki (Konnevesi),162555183,351,2,49,20684,5936301,241,1,1,0,59
44370,Western Finland,Central Finland,Äänekoski,Konnevesi,44370  Mäntymäki (Konnevesi),155169407,151,1,54,22939,3142675,131,1,1,0,19
44400,Western Finland,Central Finland,Äänekoski,Äänekoski,44400  Konginkangas Keskus (Äänekoski),94348459,652,7,51,20984,11562006,345,4,2,0,39
44420,Western Finland,Central Finland,Äänekoski,Äänekoski,44420  Liimattala (Äänekoski),61820323,330,5,44,23692,6325850,192,3,2,1,31
44440,Western Finland,Central Finland,Äänekoski,Äänekoski,44440  Räihä (Äänekoski),85543115,109,1,49,21741,2000126,81,1,1,0,17
44460,Western Finland,Central Finland,Äänekoski,Äänekoski,44460  Kalaniemi (Äänekoski),113388060,125,1,50,24065,2574967,106,1,1,0,10
44480,Western Finland,Central Finland,Viitasaari,Viitasaari,44480  Niinilahti (Viitasaari),96159316,142,1,52,22322,2790296,123,1,1,0,13
44500,Western Finland,Central Finland,Viitasaari,Viitasaari,44500  Viitasaari Keskus (Viitasaari),279204940,4084,15,51,21216,73639866,1557,6,3,6,1808
44530,Western Finland,Central Finland,Viitasaari,Viitasaari,44530  Ilmolahti (Viitasaari),93605917,165,2,49,28976,3969774,119,1,1,0,15
44580,Western Finland,Central Finland,Viitasaari,Viitasaari,44580  Huopanankoski (Viitasaari),87634222,210,2,48,20707,3727204,143,2,1,0,37
44590,Western Finland,Central Finland,Viitasaari,Viitasaari,44590  Vuorilahti (Viitasaari),70745945,65,1,57,20676,1281913,76,1,1,0,0
44610,Western Finland,Central Finland,Viitasaari,Viitasaari,44610  Kärnä (Viitasaari),101903579,150,1,55,23843,3290271,122,1,1,0,24
44630,Western Finland,Central Finland,Viitasaari,Viitasaari,44630  Kumpumäki (Viitasaari),138810584,158,1,55,20629,3032485,146,1,1,0,16
44640,Western Finland,Central Finland,Viitasaari,Viitasaari,44640  Kymönkoski (Viitasaari),150634091,342,2,50,22456,6534631,272,2,1,0,52
44670,Western Finland,Central Finland,Viitasaari,Viitasaari,44670  Suovanlahti (Viitasaari),135324578,153,1,53,22467,3055464,140,1,1,0,44
44680,Western Finland,Central Finland,Viitasaari,Viitasaari,44680  Lahnanen (Viitasaari),66956053,50,1,46,23307,932290,57,1,1,0,0
44730,Western Finland,Central Finland,Viitasaari,Viitasaari,44730  Löytänä (Viitasaari),59829470,95,2,52,22576,1918933,70,1,1,0,0
44740,Western Finland,Central Finland,Viitasaari,Viitasaari,44740  Keitelepohja-Kotvala (Viitasaari),115534463,188,2,48,19736,3157750,139,1,1,0,23
44760,Western Finland,Central Finland,Viitasaari,Viitasaari,44760  Keihärinkoski (Viitasaari),229199189,281,1,51,21251,5057792,260,1,1,0,24
44770,Western Finland,Central Finland,Viitasaari,Viitasaari,44770  Valkeisjärvi (Viitasaari),6816361,10,1,,,,11,2,1,0,0
44790,Western Finland,Central Finland,Viitasaari,Viitasaari,44790  Kotvala (Viitasaari),27157046,40,1,53,22246,756358,38,1,1,0,0
44800,Western Finland,Central Finland,Viitasaari,Pihtipudas,44800  Pihtipudas Keskus (Pihtipudas),326235517,2423,7,49,20968,41914303,1112,3,2,3,999
44860,Western Finland,Central Finland,Viitasaari,Pihtipudas,44860  Alvajärvi (Pihtipudas),192753516,219,1,51,23329,4362531,172,1,1,0,43
44880,Western Finland,Central Finland,Viitasaari,Pihtipudas,44880  Muurasjärvi (Pihtipudas),216379959,574,3,45,21637,9455310,361,2,2,0,84
44910,Western Finland,Central Finland,Viitasaari,Pihtipudas,44910  Elämäjärvi (Pihtipudas),107318766,214,2,49,20655,3779851,168,2,1,0,38
44920,Western Finland,Central Finland,Viitasaari,Pihtipudas,44920  Peninki (Pihtipudas),88878349,210,2,43,21374,3377148,122,1,2,0,28
44950,Western Finland,Central Finland,Viitasaari,Pihtipudas,44950  Kärväsjärvi (Pihtipudas),84464989,181,2,48,20181,3007042,131,2,1,0,10
44970,Western Finland,Central Finland,Viitasaari,Pihtipudas,44970  Korppinen (Pihtipudas),230357066,165,1,46,22911,3093004,133,1,1,0,18
45100,Southern Finland,Kymenlaakso,Kouvola,Kouvola,45100  Kouvola Keskus (Kouvola),66447544,9220,139,50,23852,194629404,1951,29,5,112,7410
45120,Southern Finland,Kymenlaakso,Kouvola,Kouvola,45120  Kotkankallio-Vahteronmäki (Kouvola),3492445,3893,1115,43,27183,82146567,1207,346,3,77,268
45130,Southern Finland,Kymenlaakso,Kouvola,Kouvola,45130  Korjala-Kaunisnurmi (Kouvola),7164286,1747,244,44,22075,34326820,547,76,3,337,2417
45150,Southern Finland,Kymenlaakso,Kouvola,Kouvola,45150  Kankaronmäki-Eskolanmäki (Kouvola),4176956,4789,1147,45,22518,89666709,852,204,6,108,450
45160,Southern Finland,Kymenlaakso,Kouvola,Kouvola,45160  Lehtomäki (Kouvola),3595964,4992,1388,44,22506,95560992,803,223,6,78,282
45200,Southern Finland,Kymenlaakso,Kouvola,Kouvola,45200  Tornionmäki (Kouvola),11195741,5886,526,46,22496,113785322,1307,117,5,177,1980
45330,Southern Finland,Kymenlaakso,Kouvola,Valkeala,45330  Harju (Kouvola),13970907,296,21,47,27315,6582862,163,12,2,1,12
45360,Southern Finland,Kymenlaakso,Kouvola,Valkeala,45360  Kukkuramäki (Kouvola),16749698,3761,225,41,26525,76154442,1185,71,3,29,487
45370,Southern Finland,Kymenlaakso,Kouvola,Valkeala,45370  Valkeala kk (Kouvola),108910835,2648,24,46,25457,53104237,936,9,3,10,1084
45410,Southern Finland,Kymenlaakso,Kouvola,Valkeala,45410  Utti (Kouvola),80276581,809,10,46,25343,16751925,448,6,2,7,571
45460,Southern Finland,Kymenlaakso,Kouvola,Anjalankoski,45460  Savero (Kouvola),40128943,185,5,46,22837,3402736,105,3,2,1,31
45610,Southern Finland,Kymenlaakso,Kouvola,Elimäki,45610  Koria (Kouvola),139463816,4951,36,43,26944,105082243,1934,14,3,7,986
45700,Southern Finland,Kymenlaakso,Kouvola,Kuusankoski,45700  Kuusankoski Keskus (Kouvola),15323685,8722,569,50,23198,175444809,2317,151,4,206,3160
45720,Southern Finland,Kymenlaakso,Kouvola,Kuusankoski,45720  Kotiharju-Puhjonmäki (Kouvola),9115866,2630,289,44,25122,54214275,1116,122,2,146,1335
45740,Southern Finland,Kymenlaakso,Kouvola,Kuusankoski,45740  Maunuksela (Kouvola),25902709,2711,105,47,23727,53030479,1145,44,2,22,559
45750,Southern Finland,Kymenlaakso,Kouvola,Kuusankoski,45750  Kuusankosken Sairaala-alue (Kouvola),211788,59,279,47,20195,1070353,13,61,5,3400,720
45810,Southern Finland,Kymenlaakso,Kouvola,Kuusankoski,45810  Pilkanmaa (Kouvola),40403829,1441,36,44,24049,27993120,779,19,2,2,90
45910,Southern Finland,Kymenlaakso,Kouvola,Valkeala,45910  Voikkaa (Kouvola),46394900,2596,56,45,21821,46108490,1157,25,2,13,583
45940,Southern Finland,Kymenlaakso,Kouvola,Valkeala,45940  Oravala (Kouvola),26431121,264,10,50,22554,5142316,163,6,2,1,23
46110,Southern Finland,Kymenlaakso,Kouvola,Valkeala,46110  Tuohikotti (Kouvola),152637231,361,2,51,23158,7271733,219,1,2,0,42
46140,Southern Finland,Kymenlaakso,Kouvola,Valkeala,46140  Vekaranjärvi (Kouvola),43764150,144,3,47,21800,2855752,101,2,1,17,730
46230,Southern Finland,Kymenlaakso,Kouvola,Valkeala,46230  Aro (Kouvola),143230037,472,3,46,22987,8849972,268,2,2,1,76
46400,Southern Finland,Kymenlaakso,Kouvola,Anjalankoski,46400  Kaipiainen (Kouvola),124443457,449,4,49,22411,8605796,342,3,1,1,151
46430,Southern Finland,Kymenlaakso,Kouvola,Valkeala,46430  Tirva-Inkerilä (Kouvola),98616175,262,3,48,25041,5433926,191,2,1,0,20
46450,Southern Finland,Kymenlaakso,Kouvola,Anjalankoski,46450  Enäjärvi (Kouvola),52521973,166,3,48,24244,3297123,102,2,2,1,34
46530,Southern Finland,South Karelia,Western Saimaa,Luumäki,46530  Kannuskoski (Luumäki),103005870,155,2,50,24052,3150793,126,1,1,0,22
46570,Southern Finland,Kymenlaakso,Kouvola,Anjalankoski,46570  Saaramaa (Kouvola),39264370,33,1,56,23812,761971,46,1,1,0,0
46710,Southern Finland,Kymenlaakso,Kouvola,Anjalankoski,46710  Sippola (Kouvola),172797516,716,4,50,22382,13540961,438,3,2,2,302
46730,Southern Finland,Kymenlaakso,Kouvola,Anjalankoski,46730  Ruotila (Kouvola),20276073,113,6,52,21964,2174479,74,4,2,1,25
46750,Southern Finland,Kymenlaakso,Kouvola,Anjalankoski,46750  Liikkala (Kouvola),32661732,272,8,49,23079,5285061,170,5,2,1,25
46800,Southern Finland,Kymenlaakso,Kouvola,Anjalankoski,46800  Myllykoski (Kouvola),58159508,4561,78,47,22915,86527076,1749,30,3,13,785
46810,Southern Finland,Kymenlaakso,Kouvola,Anjalankoski,46810  Ummeljoki (Kouvola),62971484,1376,22,46,23073,26280124,728,12,2,2,129
46860,Southern Finland,Kymenlaakso,Kouvola,Anjalankoski,46860  Anjalankoski Keskus (Kouvola),11915222,555,47,46,21610,9810924,287,24,2,39,460
46900,Southern Finland,Kymenlaakso,Kouvola,Anjalankoski,46900  Inkeroinen (Kouvola),68350359,3456,51,49,23242,68796074,1440,21,2,20,1345
46910,Southern Finland,Kymenlaakso,Kouvola,Anjalankoski,46910  Anjala (Kouvola),33163287,1807,54,46,24033,35256035,833,25,2,7,248
46930,Southern Finland,Kymenlaakso,Kotka-Hamina,Kotka,46930  Huruksela (Kotka),39956892,211,5,49,23968,4194335,159,4,1,1,25
46950,Southern Finland,Kymenlaakso,Kouvola,Anjalankoski,46950  Ahvio (Kouvola),14339752,55,4,56,22358,1140242,42,3,1,0,0
46960,Southern Finland,Kymenlaakso,Kouvola,Anjalankoski,46960  Muhniemi (Kouvola),61683699,317,5,48,23321,6110149,182,3,2,1,43
47110,Southern Finland,Kymenlaakso,Kouvola,Elimäki,47110  Löytty (Kouvola),9411957,84,9,49,24524,1765708,52,6,2,1,11
47150,Southern Finland,Kymenlaakso,Kouvola,Elimäki,47150  Raussila (Kouvola),28817983,143,5,47,24484,2840140,98,3,1,2,51
47200,Southern Finland,Kymenlaakso,Kouvola,Elimäki,47200  Elimäki kk (Kouvola),166322117,2216,13,51,23242,43718945,1026,6,2,4,667
47260,Southern Finland,Kymenlaakso,Kouvola,Elimäki,47260  Ratula (Kouvola),23219140,126,5,48,22455,2425165,78,3,2,1,18
47310,Southern Finland,Kymenlaakso,Kouvola,Iitti,47310  Haapa-Kimola (Iitti),59730879,248,4,47,23115,4761762,152,3,2,1,46
47350,Southern Finland,Eastern Uusimaa,Loviisa,Lapinjärvi,47350  Kimonkylä (Lapinjärvi),27123481,131,5,46,22165,2305175,85,3,2,1,17
47400,Southern Finland,Kymenlaakso,Kouvola,Iitti,47400  Kausala (Iitti),167612040,4532,27,49,22817,86272250,1773,11,3,10,1598
47440,Southern Finland,Kymenlaakso,Kouvola,Iitti,47440  Sääskjärvi (Iitti),24800534,141,6,41,25378,2613886,84,3,2,1,20
47450,Southern Finland,Kymenlaakso,Kouvola,Iitti,47450  Perheniemi (Iitti),40784795,273,7,44,23432,4897320,168,4,2,1,55
47460,Western Finland,Päijänne Tavastia,Kouvola,Iitti,47460  Hiisiö (Iitti),2367583,60,25,48,20919,1108722,44,19,1,6,14
47490,Southern Finland,Kymenlaakso,Kouvola,Iitti,47490  Mankala-Hiisiö (Iitti),106749779,323,3,49,24542,6724487,223,2,1,1,81
47520,Southern Finland,Kymenlaakso,Kouvola,Iitti,47520  Iitti kk (Iitti),14725342,176,12,44,30800,4188865,110,7,2,1,14
47540,Southern Finland,Kymenlaakso,Kouvola,Iitti,47540  Löyttilä (Iitti),46153826,183,4,48,26166,3977218,131,3,1,1,32
47610,Southern Finland,Kymenlaakso,Kouvola,Iitti,47610  Kymentaka (Iitti),59559538,126,2,57,23960,2755450,111,2,1,0,16
47650,Southern Finland,Kymenlaakso,Kouvola,Jaala,47650  Kimola (Kouvola),53730746,190,4,49,23927,3732622,130,2,1,1,31
47710,Southern Finland,Kymenlaakso,Kouvola,Jaala,47710  Jaala kk (Kouvola),275015939,1044,4,51,23164,20407294,649,2,2,1,188
47760,Southern Finland,Kymenlaakso,Kouvola,Jaala,47760  Huhdasjärvi (Kouvola),153316333,115,1,60,22525,2432752,160,1,1,0,15
47810,Southern Finland,Kymenlaakso,Kouvola,Valkeala,47810  Selänpää (Kouvola),87613405,274,3,48,22655,5256041,203,2,1,1,48
47830,Southern Finland,Kymenlaakso,Kouvola,Valkeala,47830  Hasula (Kouvola),15076736,97,6,48,23828,1858601,73,5,1,3,42
47850,Southern Finland,Kymenlaakso,Kouvola,Jaala,47850  Verla (Kouvola),53793335,134,2,57,22391,2664478,144,3,1,0,0
47900,Southern Finland,Kymenlaakso,Kouvola,Valkeala,47900  Vuohijärvi (Kouvola),58184844,235,4,57,24108,5255631,191,3,1,2,132
47910,Southern Finland,Kymenlaakso,Kouvola,Valkeala,47910  Hillosensalmi (Kouvola),54765072,26,0,,,,49,1,1,0,18
48100,Southern Finland,Kymenlaakso,Kotka-Hamina,Kotka,48100  Kotkansaari (Kotka),33862143,10268,303,50,21909,203821373,690,20,15,191,6476
48130,Southern Finland,Kymenlaakso,Kotka-Hamina,Kotka,48130  Katariina (Kotka),1025444,715,697,43,26611,15886680,226,220,3,160,164
48200,Southern Finland,Kymenlaakso,Kotka-Hamina,Kotka,48200  Hovinsaari (Kotka),2940863,1637,557,46,18463,26881453,261,89,6,232,681
48210,Southern Finland,Kymenlaakso,Kotka-Hamina,Kotka,48210  Toukolan Sairaala-Alue (Kotka),434503,271,624,44,25805,5857696,57,131,5,4106,1784
48220,Southern Finland,Kymenlaakso,Kotka-Hamina,Kotka,48220  Metsola (Kotka),1723341,1305,757,48,24284,26809967,445,258,3,700,1206
48230,Southern Finland,Kymenlaakso,Kotka-Hamina,Kotka,48230  Korela-Jylppy (Kotka),2677920,1378,515,44,21401,24504599,522,195,3,280,751
48300,Southern Finland,Kymenlaakso,Kotka-Hamina,Kotka,48300  Ruonala (Kotka),4503499,1261,280,44,27071,26962405,546,121,2,22,100
48310,Southern Finland,Kymenlaakso,Kotka-Hamina,Kotka,48310  Mussalo (Kotka),14977054,4475,299,40,29049,98678124,1610,107,3,88,1323
48350,Southern Finland,Kymenlaakso,Kotka-Hamina,Kotka,48350  Karhuvuori (Kotka),1506422,3308,2196,44,17182,47335668,120,80,28,238,358
48400,Southern Finland,Kymenlaakso,Kotka-Hamina,Kotka,48400  Sutela (Kotka),5669719,4080,720,45,24997,82641457,1181,208,3,166,941
48410,Southern Finland,Kymenlaakso,Kotka-Hamina,Kotka,48410  Kaukola (Kotka),42342344,1634,39,44,26471,34306116,672,16,2,4,150
48600,Southern Finland,Kymenlaakso,Kotka-Hamina,Kotka,48600  Karhula (Kotka),9846248,7054,716,50,21614,131800349,1494,152,5,470,4630
