Site_ID,Vendor,Longitude,Latitude,Type,Total_Sites,Swapped_Sites,Swapped_5G
2G15018,E,24.604461,60.809008,GUL,1,0,0
2G15019,E,25.045506,60.711208,GUL,1,0,0
2G15020,E,24.666059,60.742574,GUL,1,0,0
2G15021,E,25.019451,60.869358,GUL,1,0,0
2G15022,E,24.519153,60.800317,GUL,1,0,0
2G15023,E,24.952170,60.790457,GUL,1,0,0
2G15024,H,24.788146,60.531827,GULN,1,1,1
2G15025,E,24.945017,60.542471,GUL,1,0,0
2G15026,E,24.683141,60.534977,GUL,1,0,0
2G15027,E,24.803196,60.659860,GUL,1,0,0
2G15028,E,24.667616,60.488510,GUL,1,0,0
2G15029,H,24.869991,60.644935,GULN,1,1,1
2G15030,H,24.952807,60.359564,GUL,1,1,0
2G15031,E,24.813786,60.570315,GUL,1,0,0
2G15032,H,24.800534,60.462610,GULN,1,1,1
2G15033,H,25.038536,60.790938,GULN,1,1,1
2G15034,E,25.067321,60.618625,GUL,1,0,0
2G15035,E,24.947364,60.444069,GUL,1,0,0
2G15036,E,24.865207,60.786255,GL,1,0,0
2G15037,E,24.537391,60.515399,GUL,1,0,0
2G15040,E,24.690343,60.429272,GUL,1,0,0
2G15041,H,24.740719,60.357199,GULN,1,1,1
2G15042,E,25.197950,60.627059,GUL,1,0,0
2G15047,E,24.851473,60.645312,GUL,1,0,0
2G15049,E,24.753493,60.380761,GUL,1,0,0
2G15050,E,24.772176,60.818658,GUL,1,0,0
2G15051,E,24.837693,60.753696,GUL,1,0,0
2G15052,E,24.706556,60.793697,GUL,1,0,0
2G15053,E,24.601869,60.672807,GUL,1,0,0
2G15055,E,24.751490,60.694049,GUL,1,0,0
2G15300,H,24.884485,60.242044,GULN,1,1,1
2G15301,E,24.926479,60.177614,GULN,1,0,0
2G15302,H,24.890648,60.210534,GULN,1,1,1
2G15400,E,24.818105,60.255924,GUL,1,0,0
2G15402,H,24.891443,60.218684,GULN,1,1,1
2G15501,E,23.126115,60.374845,GUL,1,0,0
2G15503,E,23.104913,60.405041,GUL,1,0,0
2G15504,E,23.131992,60.380401,GUL,1,0,0
2G15505,E,23.140589,60.399788,GUL,1,0,0
2G15506,E,23.156445,60.383986,GUL,1,0,0
2G15507,E,23.133435,60.356001,GUL,1,0,0
2G15508,H,23.118277,60.209005,GULN,1,1,1
2G15509,E,23.123571,60.387077,GUL,1,0,0
2G15510,E,23.083350,60.394708,GUL,1,0,0
2G15511,E,23.129852,60.386181,GUL,1,0,0
2G15512,E,23.181961,60.387688,GUL,1,0,0
2G15513,H,23.515482,60.629522,GULN,1,1,1
2G15514,E,23.065594,60.422123,GUL,1,0,0
2G15515,E,23.131963,60.405111,GUL,1,0,0
2G15516,E,23.109381,60.395023,GUL,1,0,0
2G15517,E,23.107790,60.385537,GUL,1,0,0
2G15518,H,22.768348,60.419284,GUL,1,1,0
2G15519,E,23.187066,60.350279,GUL,1,0,0
2G15520,H,22.691939,60.424482,GULN,1,1,1
2G15521,E,22.698085,60.335393,GUL,1,0,0
2G15522,E,23.105912,60.325280,GUL,1,0,0
2G15523,E,23.747025,60.382049,GUL,1,0,0
2G15524,E,22.923508,60.373990,GUL,1,0,0
2G15525,E,23.513773,60.374341,GUL,1,0,0
2G15526,E,23.251015,60.352458,GUL,1,0,0
2G15527,E,23.422626,60.381537,GUL,1,0,0
2G15528,E,23.251099,60.473033,GUL,1,0,0
2G15529,E,23.274165,60.395787,GUL,1,0,0
2G15530,E,23.862976,60.655011,GUL,1,0,0
2G15531,E,22.891689,60.172689,GUL,1,0,0
2G15532,E,23.641006,60.372045,GUL,1,0,0
2G15533,E,23.397226,60.558557,GUL,1,0,0
2G15534,E,23.358346,60.367145,GUL,1,0,0
2G15535,E,23.022562,60.377171,GUL,1,0,0
2G15537,E,23.455084,60.263185,GUL,1,0,0
2G15538,E,23.209485,60.519855,GUL,1,0,0
2G15539,E,23.755242,60.547350,GUL,1,0,0
2G15540,E,23.184221,60.135709,GUL,1,0,0
2G15541,E,23.400611,60.298101,GUL,1,0,0
2G15542,E,23.613209,60.593949,GUL,1,0,0
2G15543,E,23.540164,60.240007,GUL,1,0,0
2G15544,E,23.002288,60.490690,GUL,1,0,0
2G15545,E,22.977206,60.259438,GUL,1,0,0
2G15547,E,22.932594,60.325918,GUL,1,0,0
2G15548,E,23.694111,60.340323,GUL,1,0,0
2G15549,E,22.910098,60.105830,GUL,1,0,0
2G15550,E,22.872974,60.031553,GUL,1,0,0
2G15551,E,23.058807,60.328205,GUL,1,0,0
2G15552,E,23.154753,60.419849,GUL,1,0,0
2G15553,E,23.304589,60.314788,GUL,1,0,0
2G15554,E,23.284808,60.564903,GUL,1,0,0
2G15555,E,23.410508,60.726461,GUL,1,0,0
2G15556,E,22.644741,60.245666,GUL,1,0,0
2G15557,E,23.041741,60.098007,GUL,1,0,0
2G15558,E,23.652072,60.493777,GUL,1,0,0
2G15559,E,23.271262,60.178362,GUL,1,0,0
2G15560,E,23.202678,60.256648,GUL,1,0,0
2G15561,E,23.313523,60.450696,GUL,1,0,0
2G15562,E,22.917434,60.418108,GUL,1,0,0
2G15563,E,23.373278,60.208322,GUL,1,0,0
2G15564,E,23.525822,60.477344,GUL,1,0,0
2G15565,E,23.047390,60.284724,GUL,1,0,0
2G15566,E,23.503558,60.675386,GUL,1,0,0
2G15567,E,23.433663,60.481533,GUL,1,0,0
2G15568,E,23.304011,60.671460,GUL,1,0,0
2G15569,E,22.888659,60.487501,GUL,1,0,0
2G15570,E,23.437836,60.413294,GUL,1,0,0
2G15571,E,23.150143,60.558390,GUL,1,0,0
2G15572,E,23.645509,60.652250,GUL,1,0,0
2G15573,E,23.578217,60.316818,GUL,1,0,0
2G15574,E,22.759732,60.278177,GUL,1,0,0
2G15575,E,22.560019,60.220382,GUL,1,0,0
2G15576,E,22.565083,60.330783,GUL,1,0,0
2G15577,E,23.186025,60.867525,GUL,1,0,0
2G15578,E,23.380074,60.640026,G,1,0,0
2G15579,E,23.641091,60.436373,GUL,1,0,0
2G15580,E,23.802320,60.587736,GUL,1,0,0
2G15582,E,23.492484,60.630718,GUL,1,0,0
2G15588,E,23.161614,60.396990,GULN,1,0,0
2G15589,E,23.111189,60.463367,GUL,1,0,0
2G15590,E,22.795981,60.356727,GUL,1,0,0
2G15591,E,22.544165,60.387914,GUL,1,0,0
2G15592,E,22.953645,60.432628,GUL,1,0,0
2G15593,E,23.019047,60.401473,GUL,1,0,0
2G15594,E,22.503132,60.427800,GULN,1,0,0
2G15595,H,22.801507,60.429065,GUL,1,1,0
2G15596,E,23.530387,60.616465,GUL,1,0,0
2G15597,H,23.236994,60.434020,GULN,1,1,1
2G15598,E,22.907833,60.213440,GUL,1,0,0
2G15600,E,23.044834,60.440476,GUL,1,0,0
2G15602,E,23.235255,60.382592,GUL,1,0,0
2G15604,H,22.276812,60.439508,GULN,1,1,1
2G15611,E,23.095321,60.360927,GUL,1,0,0
2G15612,E,23.036579,60.850253,GUL,1,0,0
2G15613,E,23.073364,60.402944,GUL,1,0,0
2G15615,H,22.719590,60.461593,GUL,1,1,0
2G15617,E,22.975611,60.862068,GUL,1,0,0
2G15618,H,22.583347,60.445676,GUL,1,1,0
2G15619,H,22.463654,60.421289,GULN,1,1,1
2G15620,E,23.106382,60.389721,GUL,1,0,0
2G15621,E,23.116321,60.350387,GUL,1,0,0
2G15622,E,23.141199,60.379320,GUL,1,0,0
2G15628,H,22.410859,60.410924,GULN,1,1,1
2G15629,E,23.195510,60.404014,GUL,1,0,0
2G15631,E,23.091417,60.393336,GUL,1,0,0
2G15632,E,23.145782,60.259006,GUL,1,0,0
2G15638,E,23.073614,60.397864,GUL,1,0,0
2G15641,E,22.935611,60.232618,GUL,1,0,0
2G15642,E,23.118910,60.390528,GUL,1,0,0
2G15643,E,23.131992,60.380401,GU,1,0,0
2G15646,E,23.035587,60.391297,GUL,1,0,0
2G15649,E,22.998963,60.162059,GUL,1,0,0
2G16310,E,26.705699,60.888922,GUL,1,0,0
2G16314,E,26.590307,60.897284,GUL,1,0,0
2G16315,E,26.724959,60.888209,GUL,1,0,0
2G16316,E,26.947809,60.522838,GUL,1,0,0
2G16501,H,24.867660,60.638700,GULN,1,1,1
2G16502,H,24.880377,60.639980,GULN,1,1,1
2G16504,E,24.438133,61.014508,GUL,1,0,0
2G16505,E,25.827100,60.949796,GULN,1,0,0
2G16507,E,25.653165,60.980837,U,1,0,0
2G16508,E,25.264069,60.864270,GUL,1,0,0
2G16509,E,25.297163,60.847640,GUL,1,0,0
2G16512,E,24.453241,60.957395,GUL,1,0,0
2G16513,E,24.443787,60.991853,GUL,1,0,0
2G16515,H,25.660296,60.983520,GUL,1,1,0
2G16516,E,24.452618,60.989901,GU,1,0,0
2G16518,H,25.632975,60.949627,GULN,1,1,1
2G16519,E,24.806650,61.048729,GUL,1,0,0
2G16520,E,24.432819,60.846294,GUL,1,0,0
2G16522,E,24.817816,60.625547,GUL,1,0,0
2G16523,E,24.757671,60.735775,GUL,1,0,0
2G16524,E,24.768943,60.749121,GUL,1,0,0
2G16525,E,25.657538,60.994573,GULN,1,0,0
2G16526,H,25.614740,60.957981,GUL,1,1,0
2G16529,E,24.879835,60.889826,GUL,1,0,0
2G16530,H,25.651817,60.993915,GULN,1,1,1
2G16531,E,26.064356,61.250400,GUL,1,0,0
2G16532,E,25.687467,61.507811,GUL,1,0,0
2G16534,E,25.302693,60.657480,GUL,1,0,0
2G16536,H,25.673733,60.996834,GULN,1,1,1
2G16537,E,25.010557,61.633942,GUL,1,0,0
2G16538,E,25.172059,61.560775,GUL,1,0,0
2G16539,H,25.649022,60.975246,GULN,1,1,1
2G16540,E,25.183974,61.637458,GUL,1,0,0
2G16541,H,25.693838,60.993071,GULN,1,1,1
2G16544,E,25.094854,61.074468,GUL,1,0,0
2G16545,E,25.653165,60.980837,U,1,0,0
2G16547,H,25.626181,60.935928,GULN,1,1,1
2G16548,H,25.691206,60.985135,GUL,1,1,0
2G16549,H,25.677681,60.981923,GULN,1,1,1
2G16550,H,25.673421,60.989235,GULN,1,1,1
2G16552,E,25.430367,60.482837,GUL,1,0,0
2G16553,H,25.652874,60.969816,GULN,1,1,1
2G16556,E,26.040935,61.215329,GUL,1,0,0
2G16559,E,25.949610,60.933648,GUL,1,0,0
2G16560,E,26.006364,61.107770,GUL,1,0,0
2G16562,E,25.599475,60.979230,GUL,1,0,0
2G16566,H,25.665751,60.982578,GUL,1,1,0
2G16567,E,25.655463,60.980240,UL,1,0,0
2G16573,H,25.662063,61.017542,GULN,1,1,1
2G16576,E,24.468973,60.998400,GUL,1,0,0
2G16577,E,24.460863,60.992247,GUL,1,0,0
2G16580,E,25.594346,60.976940,GULN,1,0,0
2G16581,E,24.971767,61.456964,GUL,1,0,0
2G16584,E,24.869210,60.625459,GUL,1,0,0
2G16585,E,26.226234,61.519417,GUL,1,0,0
2G16586,E,24.435096,60.970057,GUL,1,0,0
2G16587,E,25.744046,60.973031,GULN,1,0,0
2G16588,E,25.748881,61.001386,GULN,1,0,0
2G16589,E,24.497884,61.248873,GUL,1,0,0
2G16590,E,25.524230,60.981480,GUL,1,0,0
2G16591,H,25.753799,60.855961,GUL,1,1,0
2G16592,H,25.668539,61.022401,GUL,1,1,0
2G16593,E,24.804685,60.595782,GUL,1,0,0
2G16594,E,25.615564,60.995541,UL,1,0,0
2G16601,E,25.745588,60.802431,GUL,1,0,0
2G16603,H,24.478005,60.976176,GULN,1,1,1
2G16604,E,24.445234,61.006989,GUL,1,0,0
2G16605,E,24.511429,60.933340,GUL,1,0,0
2G16607,E,25.569456,60.992964,GUL,1,0,0
2G16609,E,25.735690,60.983386,GULN,1,0,0
2G16615,E,26.049366,60.748861,GUL,1,0,0
2G16616,H,25.613919,60.976856,GULN,1,1,1
2G16617,E,25.653165,60.980837,U,1,0,0
2G16625,E,24.742807,60.746546,GUL,1,0,0
2G16626,E,24.414810,60.989765,U,1,0,0
2G16628,E,25.751924,61.017128,GULN,1,0,0
2G16630,E,26.023607,61.206200,GUL,1,0,0
2G16631,E,25.531690,60.996862,GUL,1,0,0
2G16633,E,24.865841,60.631370,U,1,0,0
2G16634,E,26.006468,61.405006,GUL,1,0,0
2G16642,H,25.681489,60.968509,GULN,1,1,1
2G16649,E,25.679155,60.989157,GUL,1,0,0
2G16653,H,25.656037,60.981969,GULN,1,1,1
2G16654,E,24.842360,60.628954,GUL,1,0,0
2G16657,H,24.865230,60.631752,GULN,1,1,1
2G16662,H,25.633365,60.926761,GULN,1,1,1
2G16665,E,24.927028,60.749035,GULN,1,0,0
2G16671,H,24.414220,61.011467,GULN,1,1,1
2G16674,E,25.642260,60.974809,GUL,1,0,0
2G16676,E,24.456091,60.993874,U,1,0,0
2G16679,H,25.669336,60.976839,GULN,1,1,1
2G16680,E,25.667780,61.031678,GULN,1,0,0
2G16681,E,24.563151,60.980680,GUL,1,0,0
2G16682,E,25.761275,60.806429,GUL,1,0,0
2G16683,E,25.313044,60.621887,GUL,1,0,0
2G16684,E,26.093983,61.298544,GUL,1,0,0
2G16685,E,25.710043,61.004217,GULN,1,0,0
2G16686,E,26.032003,61.203073,GUL,1,0,0
2G16687,E,24.876597,60.602925,GUL,1,0,0
2G16688,E,25.571307,60.992080,GUL,1,0,0
2G16690,E,25.557289,61.166111,GUL,1,0,0
2G16696,E,24.843423,60.612768,GUL,1,0,0
2G16703,E,25.510146,60.990188,GUL,1,0,0
2G16709,H,25.677163,60.978820,GULN,1,1,1
2G16710,E,24.645526,60.923716,GUL,1,0,0
2G16712,E,24.414810,60.989765,GU,1,0,0
2G16714,E,25.934016,60.943079,GUL,1,0,0
2G16721,H,24.456090,60.993873,GUL,1,1,0
2G16723,H,24.455442,60.994355,GULN,1,1,1
2G16724,H,25.707895,60.798797,GULN,1,1,1
2G16725,E,24.806310,60.742373,GUL,1,0,0
2G16727,E,25.900826,60.951719,GUL,1,0,0
2G16728,E,25.980773,60.938934,GUL,1,0,0
2G16729,E,25.955870,60.949823,GUL,1,0,0
2G16732,E,25.807811,61.444514,GUL,1,0,0
2G17002,H,22.290442,60.493489,GUL,1,1,0
2G17003,H,22.268895,60.451998,GULN,1,1,1
2G17004,H,22.263359,60.450632,GULN,1,1,1
2G17005,E,22.256933,60.451618,G,1,0,0
2G17006,H,22.264724,60.456248,GULN,1,1,1
2G17007,H,22.227937,60.472473,GULN,1,1,1
2G17008,H,22.290999,60.371771,GUL,1,1,0
2G17010,H,22.184867,60.454641,GUL,1,1,0
2G17011,E,22.284635,60.455705,GUL,1,0,0
2G17012,E,22.248182,60.487130,GUL,1,0,0
2G17013,H,22.264858,60.462819,GULN,1,1,1
2G17021,H,22.284078,60.445881,GULN,1,1,1
2G17022,H,22.249385,60.466486,GULN,1,1,1
2G17024,E,22.286982,60.434652,G,1,0,0
2G17028,H,22.377655,60.404656,GULN,1,1,1
2G17029,H,22.343346,60.542477,GULN,1,1,1
2G17034,H,22.232425,60.409698,GULN,1,1,1
2G17039,E,22.300398,60.452485,GULN,1,0,0
2G17041,H,22.344945,60.431216,GULN,1,1,1
2G17042,H,22.226411,60.439507,GULN,1,1,1
2G17044,H,22.220251,60.394780,GULN,1,1,1
2G17046,E,22.225991,60.447317,GULN,1,0,0
2G17050,H,22.304500,60.503420,GUL,1,1,0
2G17051,H,22.235905,60.349937,GUL,1,1,0
2G17054,E,22.178181,60.375818,GULN,1,0,0
2G17061,H,22.289811,60.460197,GULN,1,1,1
2G17063,H,22.312501,60.465765,GUL,1,1,0
2G17064,H,22.335397,60.481230,GULN,1,1,1
2G17065,E,22.270565,60.413660,GUL,1,0,0
2G17070,H,22.164149,60.420131,GUL,1,1,0
2G17073,E,21.940028,60.376124,GUL,1,0,0
2G17074,E,22.411466,60.877441,GUL,1,0,0
2G17075,E,22.011151,60.355353,GUL,1,0,0
2G17076,H,22.402315,60.391230,GULN,1,1,1
2G17077,E,22.446130,60.817855,GUL,1,0,0
2G17078,H,22.310245,60.447346,GULN,1,1,1
2G17079,H,22.274819,60.454457,GULN,1,1,1
2G17080,E,22.313076,60.436563,GUL,1,0,0
2G17081,E,22.398411,60.666000,GUL,1,0,0
2G17083,E,21.884889,60.427615,GUL,1,0,0
2G17085,E,22.401135,60.441616,GULN,1,0,0
2G17086,H,22.334625,60.399294,GULN,1,1,1
2G17087,E,21.928847,60.284451,GUL,1,0,0
2G17088,E,22.448199,60.724613,GUL,1,0,0
2G17089,H,22.319109,60.615416,GUL,1,1,0
2G17090,E,22.396458,60.425814,GL,1,0,0
2G17091,E,21.837948,60.360146,GUL,1,0,0
2G17092,H,22.296492,60.528294,GULN,1,1,1
2G17093,E,21.665706,60.467123,GUL,1,0,0
2G17094,H,22.383173,60.503931,GULN,1,1,1
2G17095,E,22.409839,60.461162,GULN,1,0,0
2G17096,H,22.446433,60.439046,GULN,1,1,1
2G17097,H,22.532462,60.428564,GULN,1,1,1
2G17099,H,22.411082,60.565395,GUL,1,1,0
2G17100,H,22.452218,60.494552,GULN,1,1,1
2G17101,E,22.668897,60.387056,GUL,1,0,0
2G17102,H,23.506008,60.797754,GULN,1,1,1
2G17103,E,23.753029,60.722243,GUL,1,0,0
2G17104,E,23.443174,60.896859,GUL,1,0,0
2G17105,E,23.867223,60.831509,GUL,1,0,0
2G17106,E,23.526370,60.850793,GUL,1,0,0
2G17107,E,23.762415,60.811141,GUL,1,0,0
2G17113,H,23.830493,61.449296,GULN,1,1,1
2G17114,H,23.836235,61.505548,GUL,1,1,0
2G17117,E,23.783168,61.471538,GULN,1,0,0
2G17119,H,23.848873,61.450549,GULN,1,1,1
2G17120,H,22.193482,60.409996,GUL,1,1,0
2G17121,H,22.203626,60.454509,GUL,1,1,0
2G17122,E,21.685649,60.352064,GUL,1,0,0
2G17123,H,22.367637,60.457874,GULN,1,1,1
2G17124,H,22.284599,60.439784,GULN,1,1,1
2G17126,E,22.252100,60.798262,GUL,1,0,0
2G17127,E,22.513964,60.924950,GUL,1,0,0
2G17128,H,23.901547,61.453666,GULN,1,1,1
2G17129,E,23.846167,61.473604,GULN,1,0,0
2G17130,E,22.556406,60.279549,GUL,1,0,0
2G17131,E,22.453892,60.358155,GUL,1,0,0
2G17132,H,22.126629,60.454499,GULN,1,1,1
2G17133,E,21.899171,60.193971,GUL,1,0,0
2G17134,E,22.056958,60.207590,GUL,1,0,0
2G17135,E,21.546654,60.168689,GUL,1,0,0
2G17136,E,22.245614,60.885242,GUL,1,0,0
2G17137,E,21.968352,60.132304,GUL,1,0,0
2G17138,E,21.711244,60.162932,GUL,1,0,0
2G17143,E,22.269059,60.443999,GULN,1,0,0
2G17145,H,22.303802,60.415109,GULN,1,1,1
2G17146,H,22.338729,60.422544,GULN,1,1,1
2G17149,E,22.221196,60.435362,GULN,1,0,0
2G17150,H,22.265802,60.452608,GUL,1,1,0
2G17151,E,21.344968,60.210347,GUL,1,0,0
2G17152,E,21.584705,60.115627,GUL,1,0,0
2G17154,H,22.333498,60.504044,GUL,1,1,0
2G17158,H,22.170372,60.477269,UL,1,1,0
2G17160,H,22.273836,60.490967,GUL,1,1,0
2G17161,E,22.312959,60.483400,ULN,1,0,0
2G17164,H,22.315755,60.410539,UL,1,1,0
2G17166,E,21.562008,60.300346,GUL,1,0,0
2G17167,H,22.289521,60.454664,GULN,1,1,1
2G17168,H,22.319933,60.429393,GUL,1,1,0
2G17169,H,22.365450,60.389382,UL,1,1,0
2G17170,H,23.282306,60.389398,UL,1,1,0
2G17171,E,22.421136,60.465770,GUL,1,0,0
2G17172,H,22.341673,60.409615,ULN,1,1,1
2G17173,H,22.289930,60.412558,ULN,1,1,1
2G17174,H,22.158356,60.479756,GUL,1,1,0
2G17181,H,22.330835,60.470637,GULN,1,1,1
2G17185,H,22.177018,60.470575,GULN,1,1,1
2G17186,H,22.264988,60.486515,GULN,1,1,1
2G17187,H,22.164293,60.478442,GULN,1,1,1
2G17189,E,23.957606,60.748707,GUL,1,0,0
2G17190,H,22.255963,60.442678,GULN,1,1,1
2G17192,H,22.065673,60.467185,GUL,1,1,0
2G17193,E,22.172246,60.486350,U,1,0,0
2G17194,E,22.272356,60.393837,GUL,1,0,0
2G17198,E,23.733282,60.807290,GUL,1,0,0
2G17199,H,22.239546,60.439060,GULN,1,1,1
2G17212,E,22.234406,60.498628,U,1,0,0
2G17213,E,21.938582,60.478154,GUL,1,0,0
2G17214,H,22.326524,60.434167,GULN,1,1,1
2G17217,H,22.026242,60.469216,GUL,1,1,0
2G17219,H,22.087114,60.450733,GUL,1,1,0
2G17221,H,22.253463,60.452312,GULN,1,1,1
2G17222,H,22.196647,60.465366,GULN,1,1,1
2G17224,E,23.635188,60.812352,GULN,1,0,0
2G17226,E,23.586606,60.790555,GUL,1,0,0
2G17228,H,22.362767,60.446579,GULN,1,1,1
2G17231,H,22.143112,60.502057,GUL,1,1,0
2G17232,H,22.219634,60.541138,GULN,1,1,1
2G17233,E,22.172246,60.486350,U,1,0,0
2G17237,H,22.258618,60.490560,GULN,1,1,1
2G17241,H,22.255328,60.407280,GUL,1,1,0
2G17244,E,21.854189,60.467665,GUL,1,0,0
2G17245,E,22.255335,60.407730,U,1,0,0
2G17249,H,22.106889,60.488056,UL,1,1,0
2G17250,E,23.617551,60.825532,GULN,1,0,0
2G17251,E,23.602144,60.833527,GUL,1,0,0
2G17252,E,23.799894,60.819525,GUL,1,0,0
2G17253,E,23.714955,60.835337,GUL,1,0,0
2G17254,E,23.713826,60.879826,GUL,1,0,0
2G17256,H,22.296037,60.453680,GULN,1,1,1
2G17262,E,22.263359,60.450632,U,1,0,0
2G17263,H,22.257430,60.457185,GULN,1,1,1
2G17264,H,22.263386,60.445326,GUL,1,1,0
2G17266,H,22.251304,60.447774,GULN,1,1,1
2G17267,H,22.314374,60.426050,GULN,1,1,1
2G17268,H,22.286480,60.432718,GUL,1,1,0
2G17270,E,23.397184,60.834906,GUL,1,0,0
2G17271,H,22.182422,60.478965,GUL,1,1,0
2G17272,E,23.477897,60.950787,GUL,1,0,0
2G17275,H,22.276082,60.443655,GULN,1,1,1
2G17278,E,23.786388,60.724539,GUL,1,0,0
2G17279,E,22.675951,60.975666,GUL,1,0,0
2G17281,E,22.306006,60.548894,GULN,1,0,0
2G17283,E,22.319933,60.429394,U,1,0,0
2G17284,H,22.304206,60.435099,GULN,1,1,1
2G17285,H,22.206602,60.425356,GUL,1,1,0
2G17286,H,22.312324,60.475059,GULN,1,1,1
2G17288,H,22.118787,60.455183,GUL,1,1,0
2G17291,E,22.456339,60.581630,U,1,0,0
2G17292,H,22.359224,60.544938,GULN,1,1,1
2G17293,H,22.116451,60.464282,GUL,1,1,0
2G17294,H,22.113866,60.553853,GUL,1,1,0
2G17501,E,21.651216,63.095419,GUL,1,0,0
2G17502,E,21.674036,63.093131,GUL,1,0,0
2G17503,E,22.876584,62.787720,GUL,1,0,0
2G17505,H,22.835531,62.791516,GULN,1,1,1
2G17507,H,21.614257,63.096715,GULN,1,1,1
2G17508,E,21.609687,63.126669,GUL,1,0,0
2G17509,E,21.721897,63.072440,GUL,1,0,0
2G17510,E,21.743338,63.025849,GUL,1,0,0
2G17511,E,22.173295,63.008822,GUL,1,0,0
2G17513,E,21.833935,63.032244,GUL,1,0,0
2G17514,E,21.687453,63.114970,GUL,1,0,0
2G17515,E,21.560314,63.149068,GUL,1,0,0
2G17516,H,22.004053,62.977799,GULN,1,1,1
2G17517,E,21.598103,63.105826,GUL,1,0,0
2G17518,H,22.321881,62.996028,GULN,1,1,1
2G17521,E,22.528028,62.945219,GUL,1,0,0
2G17523,E,22.652869,62.891638,GUL,1,0,0
2G17524,E,22.756514,62.861052,GUL,1,0,0
2G17525,E,22.912534,62.830228,GUL,1,0,0
2G17526,E,21.712164,63.093212,GUL,1,0,0
2G17528,H,22.888355,62.795220,GULN,1,1,1
2G17529,E,22.806979,62.777901,GUL,1,0,0
2G17530,E,22.858111,62.747938,GUL,1,0,0
2G17531,E,22.855212,62.801492,GUL,1,0,0
2G17532,E,22.840645,62.769203,GUL,1,0,0
2G17533,E,21.676028,63.080752,GUL,1,0,0
2G17534,E,21.662309,63.086390,GUL,1,0,0
2G17536,E,21.704444,63.163170,GUL,1,0,0
2G17537,E,22.886788,62.768765,GUL,1,0,0
2G17538,E,22.965672,62.787638,GUL,1,0,0
2G17539,H,22.103027,63.056016,GULN,1,1,1
2G17540,E,21.657526,63.015464,GUL,1,0,0
2G17541,H,21.566527,63.038167,GULN,1,1,1
2G17543,E,21.965484,63.062444,GUL,1,0,0
2G17544,E,21.886496,63.094820,GUL,1,0,0
2G17545,H,21.612048,63.091924,GULN,1,1,1
2G17546,E,21.837556,63.162362,GUL,1,0,0
2G17547,E,21.621387,63.088033,GUL,1,0,0
2G17548,E,21.591855,63.136040,GUL,1,0,0
2G17549,E,21.561277,63.142139,GUL,1,0,0
2G17551,E,23.046970,62.971622,GUL,1,0,0
2G17552,E,22.750575,62.995406,GUL,1,0,0
2G17553,E,22.260307,63.132309,GUL,1,0,0
2G17554,E,22.057702,63.213828,GUL,1,0,0
2G17555,E,21.636577,63.081033,GUL,1,0,0
2G17556,E,21.621723,63.104549,GUL,1,0,0
2G17557,E,21.597129,63.111593,GUL,1,0,0
2G17558,E,22.379247,63.305854,GUL,1,0,0
2G17559,E,21.603237,63.116038,GUL,1,0,0
2G17560,E,22.174665,63.205784,GUL,1,0,0
2G17561,E,21.560770,63.129899,GUL,1,0,0
2G17562,E,22.277158,63.249397,GUL,1,0,0
2G17563,E,21.592694,63.122700,GUL,1,0,0
2G17564,E,21.580744,63.130476,GUL,1,0,0
2G17565,E,21.991252,63.151579,GUL,1,0,0
2G17566,E,22.795962,62.676824,GUL,1,0,0
2G17567,H,22.575570,62.731759,GULN,1,1,1
2G17568,E,22.456687,62.692429,GUL,1,0,0
2G17569,E,22.746157,62.583262,GUL,1,0,0
2G17570,H,22.951097,62.957075,GULN,1,1,1
2G17571,H,22.400055,62.612885,GULN,1,1,1
2G17572,E,22.455031,62.610484,GUL,1,0,0
2G17575,E,22.942413,62.699400,GUL,1,0,0
2G17576,E,21.576094,63.088273,GUL,1,0,0
2G17577,E,21.699655,63.081028,GUL,1,0,0
2G17578,E,21.686862,63.085758,GUL,1,0,0
2G17580,E,21.684077,63.098260,GUL,1,0,0
2G17581,H,22.751294,62.483907,GULN,1,1,1
2G17582,E,22.647265,62.555203,GUL,1,0,0
2G17583,E,21.874198,63.005085,GUL,1,0,0
2G17584,E,22.810090,62.793555,GUL,1,0,0
2G17585,E,21.717692,63.054089,GUL,1,0,0
2G17587,E,21.590371,63.194890,GUL,1,0,0
2G17588,H,22.836756,62.786878,GULN,1,1,1
2G17589,E,22.884573,62.807524,GUL,1,0,0
2G17590,E,22.065380,62.989511,GUL,1,0,0
2G17591,E,23.021308,63.059110,GUL,1,0,0
2G17592,E,21.618368,63.095972,G,1,0,0
2G17593,H,23.067228,63.104416,GULN,1,1,1
2G17594,E,21.417330,63.232199,GUL,1,0,0
2G17595,E,21.800463,63.225487,GUL,1,0,0
2G17596,E,22.529847,63.120311,GUL,1,0,0
2G17597,H,22.792533,63.142580,GULN,1,1,1
2G17599,E,21.745029,63.092638,GUL,1,0,0
2G17600,E,21.702413,63.131520,GUL,1,0,0
2G17601,E,22.808150,63.167332,GUL,1,0,0
2G17602,E,22.796793,62.823156,GUL,1,0,0
2G17603,E,22.856890,63.240066,GUL,1,0,0
2G17604,E,24.188393,62.544100,GUL,1,0,0
2G17606,E,21.644642,63.085199,GUL,1,0,0
2G17608,E,21.192407,63.258474,GUL,1,0,0
2G17609,E,23.070986,62.563363,GUL,1,0,0
2G17610,E,21.324757,63.343877,GUL,1,0,0
2G17611,E,22.168299,62.871590,GUL,1,0,0
